ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
Yk2ZrS0ZS6g,30,40,"/m/04rlf,/m/0xzly","['instrumental', 'boomy drumming', 'pop', 'soft rock', 'wind instrument', 'fun', 'simple', 'catchy', 'innovative', 'interesting music', 'unique', 'wood wind', 'punchy bass lines', 'electronic drone sound', 'tambourine beats', 'bells', 'child’s toy', 'recorder harmony', 'keyboard accompaniment', 'chimes', 'xylophone', 'electronic sound']","This music clip is an instrumental. The tempo is medium with a simple and interesting melody with a recorder harmony, steady drumming, groovy bass lines,keyboard accompaniment ,xylophone rhythm, a constant electronic sound like that of a child’s toy gun or car , tambourine beats and chimes and bells. The music is mellow, unique, fun, simple and catchy. This music is Soft Rock/Pop.",7,False,True
YlV45uBUVBc,30,40,"/m/02v2lh,/m/04rlf,/m/0fd3y","['soothing', 'calming', 'gentle', 'meditation music', 'sleeping music', 'relaxing music', 'lullaby music', 'atmospheric angelic synth', 'high pitched wobbly synth', 'flanger']","The song feels relaxing, soothing and gentle. It feels like the kind of music that you would play if you wanted to fall asleep. It features a gentle and dainty electric piano with a flanger, as well as a sustained synth pad.",3,False,True
YnE5ONaXtLY,80,90,"/m/02w4v,/m/04rlf","['rajasthani folk music', 'instrumental', 'flute', 'tambourine', 'vibrant', 'folk dance']",This is an instrumental Rajasthani folk music piece. There is a high-pitched flute playing a melody while a group of tambourines are keeping the rhythm. The atmosphere is vibrant. This piece could be used as an accompaniment piece for a folk dance course.,9,False,False
YpOHemscGCk,0,10,"/m/03q5_w,/m/04rlf","['low quality', 'noisy', 'sipping sound effect', 'repetitive weird burping sounds', 'mono', 'jazz', 'mono']","The low quality recording features a sipping sound effect and some repetitive, weird burping sounds, while the jazz song is playing in the background. It sounds like it is an audio from some cartoon on a TV, as it sounds mono and a bit noisy too - like it was recorded with a phone.",4,False,True
Ypuv3htJlpg,150,160,"/m/03qjg,/m/085jw","['amateur recording', 'blues', 'rock-n-roll', 'instrumental', 'harmonica solo', 'backing track', 'electric guitar', 'bass guitar', 'acoustic drums', 'easygoing']",This is an amateur recording of a harmonica solo being performed over a blues/rock-n-roll music piece. The piece is instrumental. The harmonica plays a melodic solo in the style of blues. The backing track consists of the electric guitar and the bass guitar playing a simple tune while the medium tempo acoustic drums are playing a basic blues rock beat. The atmosphere is easygoing. This piece could be playing from the radio during a road trip in a movie.,9,False,False
Ysrlv2UlG8A,30,40,"/m/04rlf,/m/07szfh9,/m/0l14gg,/m/0l14qv,/t/dd00035","['electronic music', 'instrumental', 'amplifiers', 'high pitched frequencies', 'low frequencies', 'medium tempo', 'percussive rhythm', 'sonorous harmony', 'poor audio quality', 'mysterious', 'energetic passionate', 'experimental music', 'abstract tones', 'science experiment', 'electric current manipulation', 'electronic dance music', 'audio research']",The song is instrumental. The tempo is medium with electrical current manipulation to produce different frequencies to play percussively and harmonically with each other. The song is  for scientific research and not  pleasing to the ear. The song is of poor audio quality.,1,False,True
YvFY7xU2kGk,30,40,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y","['instrumental', '’ medium tempo', 'electric guitar', 'loud', 'powerful', 'intense', 'catchy', 'no accompaniment', 'intense', 'sonic power', 'external amplification', 'fingers sliding over fret', 'string instrument', 'sound of fingers sliding over the fret', 'external amplification', 'amplified guitar', 'rock', 'metal', 'vibrations']","This music is an electric guitar instrumental. The tempo is medium with an enthusiastic lead on the electric guitar.no accompanying instruments are used. The music is loud, emphatic, catchy, intense and powerful like in Rock/ Metal music.",7,False,True
YvT7qFbUOO0,50,60,"/m/01p970,/m/026t6,/m/0l14md","['sitar', 'tabla', 'sitar licks', 'sitar arpeggio playing', 'tabla', 'vintage recording', 'traditional south asian music', 'indian music', 'simple tabla rhythm']","In this recording we hear two main instruments - the sitar and the tabla. The sitar player plays some simple and slow licks, in an emotive way. The tabla player plays a simple rhythm to support the sitar. The recording is an old recording - and this is a vintage south asian music piece.",3,False,False
YxkYVsE0UdQ,50,60,"/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['amateur recording', 'e-guitars', 'dreamy', 'pop', 'medium tempo']","This audio contains various e-guitars playing different parts and melodies of a song. One is playing as bass, another one is fingerpicking chords while another one is playing a distorted arpeggio melody on top. This song may be played live by a busker with a loop padel.",6,False,False
YyYEzAY2e2I,30,40,"/m/02bxd,/m/04rlf","['didgeridoo', 'didgeridoo player', 'medium tempo', 'live performance', 'groovy', 'low grunting tones', 'sonorous tones', 'string percussion hits', 'live error', 'save', 'live audience', 'dancer on stage', 'traditional aboriginal music', 'prayer', 'shaman music', 'instrumental  music', 'spiritual experience', 'meditative', 'yearned music']",The song is an instrumental. The tempo is slow with a didgeridoo playing percussive grunting low tones in a sonorous manner. The song is trance-like with a dance performing live on stage. The song is meditative and deeply spiritual.,1,False,False
Yz1DrC54UGk,190,200,"/m/02lkt,/m/04rlf,/m/07qb_dv","['hiphop/breakbeats', 'e-bass', 'e-guitar', 'acoustic drums', 'tambourine', 'brass section', 'upbeat', 'uplifting energy']",This song contains a acoustic drums running through a filter playing along with a tambourine. A e-guitar is playing a short repeating melody. A e-bass is first playing with a effect and then clean when a brass section comes in. This song may be playing with headphones while running on a sunny day.,6,False,False
Z-G7nL9tiws,240,250,"/m/04rlf,/m/07szfh9","['instrumental', 'fast tempo', 'distorted sounds', 'electronic sounds', 'unrelated  music', 'dissonant', 'confusing', 'chaotic', 'static', 'beep', 'shooting', 'video game sounds', 'game end music', 'enthusiastic music']","This music clip is an instrumental. The tempo is fast with different electronic sounds from a video game. The sounds and music are dissonant and unrelated. There are sounds of shooting, beeping, and game ending. This music is video game music.",7,False,True
Z-Vb1Ay-zNA,400,410,"/m/01kcd,/m/01wy6,/m/07gql","['clarinet player', 'horn section', 'brass section', 'philharmonic orchestra', 'instrumental music', 'trumpets', 'conductor', 'medium tempo', 'instrumental music', 'concert hall', 'high pitched melody', 'syncopated rhythms', 'grand', 'exciting', 'pomp', 'humour', 'energetic', 'passionate', 'composers', 'conductor', 'live audience', 'live performance', 'poor audio quality', 'spirited', 'tubas', 'clarinets', 'bassoons']","The song is an instrumental. The tempo is medium with a clarinet playing lead supported by a wind section, horn section, brass section and other percussion. The song is exciting and energetic. The song is a western classic tune with bad audio quality issues.",1,False,False
Z0OTDXtjK9M,210,220,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y","['low quality', 'electric guitar melody', 'hopeful', 'tinny audio pop', 'noisy', 'muffled']","The low quality recording features an electric guitar melody being played. There is a tiny audio pop in the left channel of the stereo image. The recording is noisy and muffled, but regardless it sounds hopeful.",4,False,False
Z5x5BLzQKZI,10,20,"/m/04rlf,/m/07phhsh,/t/dd00125","['cinematic/atmospherical', 'synth pad srone sounds', 'background noises', 'amateur recording', 'meditative']",The song contains synth pad sounds in the low to mid range playing drone sounds with little atmospheric sounds. In the background you can hear sounds of something falling to the ground. This song may be playing for meditation.,6,False,True
Z6q5doznOcI,340,350,"/m/04rlf,/t/dd00033","['french horns', 'orchestral piece', 'warm', 'relaxing', 'emotional', 'slow tempo']","This sounds like the ending of a big orchestral piece, with the brass section sustaining a harmony at the end. The piece feels warm, relaxing and emotional.",3,False,False
ZAT2_-x59pY,10,20,"/m/02lkt,/m/0cfdd","['amateur recording', 'hip-hop', 'acoustic drum samples', 'synth pads', 'medium tempo', 'atmospheric']",This audio contains someone playing a rhythm using acoustic drum samples along with synth pad sounds with a lot of reverb creating harmonies and a melody. This song may be playing and producing music at home.,6,False,False
ZCR7qJ2IgGI,60,70,"/m/01b82r,/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0bm02,/m/0l14md","['hand saw', 'instrumental music', 'documentary  video soundtrack', 'advertisement jingle', 'poor audio quality', 'bouncy rhythm', 'tom sounds', 'sawing noise', 'medium tempo', 'cool bass solo', 'steady drumming rhythm', 'groovy rhythm', 'video soundtrack’ toms sounds', 'drum sticks', 'cool drum roll', 'bass drum hits', 'exciting', 'positive', 'cheerful', 'funky groove', 'funk pop music']","The song is an instrumental. The tempo is medium with ambient sounds like a sawing tool sounds, guitar rhythm, bass guitar solo and a steady drumming with various percussion hits. The song is an advertisement jingle for a tool works company. The sound quality is average with ambient room sounds.",1,False,False
ZEN8_GtW_UQ,30,40,/m/0l14t7,"['low quality', 'noisy', 'low bells melody', 'calming', 'relaxing', 'ambient']",The low quality recording features an ambient song that consists of a low bells melody. It sounds calming and relaxing - like something you would listen to while meditating. The recording is noisy.,4,False,False
ZF8uHVu4Res,160,170,"/m/0192l,/m/085jw","['military march', 'instrumental', 'single instrument', 'uilleann pipes', 'epic']",This is an instrumental military march music piece. The uilleann pipes are playing the piece at a medium-to-high range. The atmosphere is epic. This piece could be used in the soundtrack of a historical drama during the scenes of a victory parade.,9,False,False
ZGfGiVauGL4,0,10,"/m/01kcd,/m/06ncr","['low quality', 'sustained strings melody', 'mellow brass melody', 'wooden percussion one shot', 'passionate', 'emotional', 'intro', 'fade in']","The low quality recording features a sustained strings melody, mellow brass melody and wooden percussion one shot at the end of the loop. It sounds passionate, emotional and the sound is slowly fading in - which could mean that it is an intro section of the song.",4,False,False
ZHsAU90h8oc,130,140,"/m/01kcd,/m/06ncr","['jazz', 'strings', 'saxophone', 'e-bass', 'piano', 'slow tempo', 'melancholic']","This audio contains a jazz composition with a saxophone taking the lead-melody supported by a string section, a e-bass and a piano playing some notes along in a higher pitch. This song may be playing in a romantic restaurant.",6,False,False
ZK5M3DZejzk,30,40,"/m/04rlf,/t/dd00035","['commercial music', 'groovy piano melody', 'snare roll', 'shimmering hi hats', 'punchy ""4 on the floor"" kick pattern', 'wide synth lead melody', 'happy', 'fun', 'groovy', 'exciting', 'euphoric', 'claps']","The commercial music features a groovy piano melody played over snare rolls in the first half of the loop. Right after, there is a drop that consists of a punchy ""4 on the floor"" kick pattern, shimmering hi hats, claps, groovy piano and wide synth lead melody. It sounds happy, fun, euphoric and exciting.",4,False,False
ZOGMpGQQ3FI,30,40,"/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y","['electric guitar', 'live performance', 'chord arpeggios', 'warm sounding guitar tone', 'poor audio quality', 'soothing and gentle music', 'peaceful']","This is the live performance of an electric guitarist. The chords are arpeggiated and the guitar has effects applied to it to produce a warm and rich tone. The song is calm and peaceful, and would be suitable for a tranquil afternoon walk at the park.",3,False,False
ZOKQFjrfbpw,30,40,"/m/03_d0,/m/04rlf","['harpsichord', 'intricate playing', 'live recording', 'suspenseful music']",This is an intricate melody played on the harpsichord. It's recorded live and has a suspenseful feeling to it. The melody is played at a medium tempo.,3,False,False
ZSHm7FdyxpQ,30,40,"/m/01v1d8,/m/0283d,/m/04rlf,/m/07s72n,/m/08cyft,/m/0cfdd,/m/0m0jc,/t/dd00031","['dubstep', 'electronic music', 'fast paced rhythmic synth', 'complex percussion pattern', 'metallic vibrational bass']","This is a dubstep clip, with a high energy synth melody. The bass and percussion patterns are complex, with a kick drum that follows the cadence and timing of the fuzzy bass. The track is an electronic music track which can be heard in niche bars and clubs around the world.",3,False,True
ZSItez9gTyY,0,10,/m/0395lw,"['low quality', 'fade in', 'loud church bells', 'noisy']","The low quality recording features loud church bells. It sounds like an intro of the recording, since the sound is slowly fading in. The recording is noisy.",4,False,False
ZTVMsW1h3bI,30,40,"/m/02w4v,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['amateur recording', 'acoustic guitar', 'e-bass', 'mandolin', 'flutes', 'whistling', 'percussion', 'medium tempo']","This song contains someone strumming a melody on a mandolin while more people are whistling along. Then a mandolin, an e-bass and an acoustic guitar are playing a short melody in a lower key before breaking into the next part along with flutes and percussions. This song may be played outside by musicians performing.",6,False,False
ZU6sI1Plq50,30,40,"/m/04rlf,/m/07pkxdp","['low quality', 'noisy', 'music box bells melody', 'lullaby', 'relaxing', 'calming', 'soft water flowing sound effect', 'nature', 'mono']",The low quality recording features a music box bell melody playing over soft water flowing sound effects. It sounds like a lullaby - relaxing and calming. The recording is also noisy and in mono.,4,False,True
ZUg7rRpFGvA,30,40,"/m/085jw,/m/0l14l2","['shofar horn siren', 'loud', 'distorted', 'low quality', 'noisy']",The low quality recording features a shofar horn siren. It is so loud that the audio is distorting. The recording itself is a bit noisy.,4,False,False
ZV_ZbmjPpkw,30,40,"/m/01glhc,/m/03lty,/m/04rlf","['amateur recording', 'distorted e-guitar', 'uptempo']",Someone is strumming chords on an e-guitar. The sound is distorted and you can also hear the clean sound of the guitar in the background. This song may be playing guitar at home.,6,False,True
ZVvX2-ldhvY,30,40,"/m/02rr_,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y","['solo guitar', 'nylon string acoustic', 'fingerstyle', 'bossa nova', 'brazilian']",solo acoustic nylon string guitar playing in a fingerstyle Brazilian bossa nova style.,8,False,False
ZX7EzqMBjfo,160,170,"/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0dwt5","['organ', 'soothing melody', 'calming melody', 'lullaby', 'fairytale', 'organ note arpeggio']",This is a melodic composition on the organ. The song itself feels soothing and calming. We hear light arpeggios played which would be suitable for a lullaby or a fairytale story.,3,False,False
ZZrvO__SNtA,130,140,"/m/03m5k,/m/0d8_n","['amateur recording', 'harp', 'slow melody', 'dreamy']",This audio contains someone playing a dreamy melody on the harp. This audio is an amateur recording. You can hear white noise from the recorder. This song may be playing in an anime movie.,6,False,False
Z_0Ta-m_-hU,110,120,"/m/04rlf,/t/dd00037","['instrumental', 'fast tempo', 'intense', 'grim', 'dark', 'viola', 'cello', 'violin', 'bow string instrument', 'dark', 'dismal', 'bleak', 'gloomy', 'intense', 'dreary', 'dangerous', 'ritardando', 'violin harmony', 'piano accompaniment', 'sythesiser arrangements']","This music is an intense instrumental.The tempo is fast with vigorous violin harmony that slows down to the accompaniment of a grim Piano harmony. The music is a Ritardando and has a grim, dark, intense,serious,bleak, dreary, and dangerous vibe to it.",7,False,False
Z_HT-d8W1_M,30,40,"/m/04rlf,/m/04wptg","['instrumental', 'slow tempo', 'indian classical', 'sitar', 'ethereal soothing', 'peaceful', 'indo western medley', 'calming', 'beautiful orchestra', 'violin harmony', 'indo western music', 'piano', 'calm', 'serene', 'pleasant', 'relaxed', 'mellifluous']","This song is a Sitar instrumental. The tempo is slow with a beautiful violin orchestra accompaniment and keyboard harmony. This is an indo western piece with the musician playing a mellifluous lead on a sitar accompanied with a harmonic violin composition. The medley is ethereal, beautiful, peaceful, serene , calming, soothing, pleasing and ethereal.",7,False,True
Zbmm_hXcrA0,160,170,"/m/01s0ps,/m/05148p4,/m/05r5c","['pop', 'low quality', 'suspenseful synth', 'repetitive piano melody', 'filtered synth bass', 'sustained strings melody', 'soulful', 'uplifting', 'exciting']","The low quality recording features a pop song that consists of suspenseful synth, repetitive piano melody, filtered synth bass and sustained strings melody located in the left channel of the stereo image. It sounds uplifting, soulful and exciting.",4,False,False
Zc4rX7nbRW4,190,200,"/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['low quality', 'mono', 'noisy', 'distorted electric guitar solo melody', 'pedal tap sound effect', 'passionate']","The low quality recording features a distorted electric guitar solo melody playing. At the end of the loop, there is a short pedal tap sound. The recording is a bit noisy, but it sounds passionate.",4,False,False
ZfR3_QJF8f4,30,40,"/m/04rlf,/m/0b_fwt","['acoustic guitar', 'repeating note', 'tuning']",The excerpt features an acoustic guitar repeating the same note. You can hear two strings being plucked almost at the same time. I believe this is a recording of someone tuning their guitar.,2,False,True
ZfSlWX1C8yY,30,40,"/m/02bxd,/m/04rlf","['didgeridoo', 'percussion', 'amateur recording', 'uptempo']",Someone is playing a didgeridoo along with a percussive sound. You can hear people talking in the background. This is an amateur recording. This song may be played live by someone that is busking on the streets.,6,False,True
ZhafwFYgltI,60,70,"/m/04rlf,/m/07rrh0c,/t/dd00128","['video game soundtrack', 'galloping sound', 'arcade game', 'poor audio quality', 'instrumental music', 'gameplay', 'bull goring a man', 'man screaming in pain', 'tense harmony', 'cello playing', 'steady drumming rhythm', 'mysterious string synth tones', 'exciting', 'scary', 'instrumental sjic', 'poor audio quality', 'ambient street noises', 'bull fight', 'horn sounds', 'dangerous', 'building tension']","The song is an instrumental  soundtrack for a video game. The song tempo is medium with a string section,aging, cello playing a tense lower harmony, steady drumming rhythm, and ambient sounds like a bull galloping, man screaming and hood steps. The music is a soundtrack for a video game and has poor audio quality.",1,False,True
ZkGQhIbEDrs,30,40,"/m/025td0t,/m/04rlf,/m/0gywn","['low quality', 'piano chords', 'echoing plucked strings melody', 'smooth bass guitar', 'creepy', 'haunting', 'suspenseful']","The low quality recording features piano chords, followed by echoing plucked strings melody and smooth bass guitar. It sounds creepy, haunting and suspenseful.",4,False,False
ZmgkpmzvL6c,30,40,"/m/018vs,/m/01glhc,/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'smooth buzzy bass guitar', 'chill electric guitar melody', 'noisy', 'unbalanced stereo', 'chill', 'easygoing', 'relaxing']","The low quality recording features a smooth buzzy bass guitar and chill, electric guitar melody playing. It is noisy and the stereo image is unbalanced, as the bass guitar is leaning toward the left channel. It sounds easygoing, chill and relaxing.",4,True,True
Zmtw8tP-KFo,330,340,/m/0l14t7,"['synth keys melody', 'noisy', 'low quality', 'suspenseful', 'intense']",The Low Quality recording features a synth key melody. It sounds suspenseful and intense. The recording is noisy.,4,False,False
ZnBvXFDWpWo,50,60,"/m/01hgjl,/m/04rlf,/m/07qb_dv","['record scratching', 'virtuosity', 'hip hop beat', 'instrumental', 'modern production', 'low kick', 'clap']","Instrumental modern hip hop beat featuring a clap, low kick, and record scratching with virtuosity.",8,False,False
Zo9xROGuV3k,30,40,"/m/01sm1g,/m/026t6,/m/02hnl,/m/02k_mr,/m/06rvn,/m/0bm02,/m/0l14md","['amateur recording', 'percussions', 'tambourine', 'kickdrum', 'bongos', 'toms', 'cowbell']",Someone is playing an evolving rhythm on various percussion instruments. This seems to be a professional piece with a lot of dynamics. This song may be playing as a part of an orchestra performance.,6,False,False
ZtcHktwEfAU,0,10,"/m/0192l,/m/085jw","['sustained bagpipe melody', 'sustained bass', 'funky synth keys', 'punchy toms', 'suspenseful', 'intense', 'low quality', 'folk rock']","The low quality recording features a folk rock song that consists of a sustained bagpipe melody and sustained synth bass, followed by funky synth keys and punchy toms. It sounds suspenseful and intense.",4,False,False
ZwfzBagtpV0,30,40,"/m/04rlf,/m/06cqb,/m/0ln16","['duet', 'latin song', 'latin dance', 'flageolet', 'wind instrument', 'vibrant', 'catchy', 'youthful', 'parade', 'trombone', 'trumpet', 'brass instrument', 'congas', 'spirited', 'bongos', 'whistle', 'animated', 'energetic', 'latin pop', 'latin regional', 'keyboard arrangement', 'latin dance music', 'world music', 'insistent rhythm', 'enthusiastic spanish guitar', 'acoustic guitar', 'bright drumming']","This song is a Latin duet. The tempo is fast with an ensemble of Latin instruments like Spanish guitar accompaniment, bright drums, congas and bongos rhythm, trombone and trumpets playing an animated melody and a whistle like wind instrument. The song is vibrant, energetic,engaging, upbeat and youthful. This song is Latin pop.",7,False,True
Zxyfhub6nV4,80,90,"/m/0395lw,/m/04rlf","['churchbell', 'loud', 'long sustain', 'very poor audio quality']",This audio holds a church bell ringing loudly with a lot of sustain. The sound is so loud that the recorded audio clips and overdrives the speaker. The audio file is of very poor recording quality.,6,False,True
_-kssA-FOzU,300,310,"/m/04rlf,/m/07phhsh,/t/dd00128","['low quality', 'footsteps', 'birds chirping', 'distant traffic', 'wind', 'low wide suspenseful pad']","The low quality recording features footsteps, birds chirping, distant traffic and wind sound effects. At the very end there is a suspenseful, low, widely spread pad chord. It sounds like it is a sound for some kind of video, or movie.",4,False,True
_0-2meOf9qY,10,20,"/m/01jnbd,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125","['instrumental', 'slow tempo', 'electric guitar harmony', 'electric guitar solo', 'electric guitar lead', 'amplified guitar', 'loud', 'emphatic', 'resounding', 'sonic power', 'loud feedback', 'rock', 'hard rock', 'metal', 'heavy metal', 'soft rock', 'pop', 'youthful', 'pensive', 'melancholy', 'sentimental', 'emotional']","This music is an electronic guitar instrumental. The tempo is slow with a melancholic , resounding harmony on the guitar. It is mellow, soft, poignant, sentimental and emotional.",7,False,False
_3GnNMrDuCs,150,160,"/m/01xqw,/m/02fsn,/m/0l14_3","['classical', 'cello', 'emotional']",This audio contains someone playing a piece on cello ranging from the low register up into the higher register. This song may be playing during a live performance.,6,False,False
_5w5TVK5B90,370,380,"/m/04rlf,/m/04szw,/m/085jw,/m/0ggq0m,/m/0l14j_","['transverse flute', 'high pitch', 'breathing sounds', 'medium tempo']",This song contains someone playing a transverse flute in a very high pitch. Breathing sounds can be heard. This song may be playing in a live orchestra solo.,6,False,False
_6C2ffY_-mc,30,40,/m/0l14t7,"['low quality', 'mono', 'noisy', 'quiet bowl resonating sounds', 'calming']","The low quality recording features a quiet bowl resonating sounds and even though the recording is so noisy and in mono, it is still calming.",4,False,False
_ACyiKGpD8Y,60,70,"/m/0192l,/m/085jw","['bagpipers play in unison', 'police band', 'march rhythm', 'instrumental music', 'medium tempo', 'emotional', 'homage', 'paying tribute', 'sorrowful', 'rousing', 'marching rhythm', 'sentimental', 'sorrowful', 'victorious', 'remembrance', 'never forgotten', 'ambient room noise', 'bad audio quality']","The song is an instrumental. The tempo is medium with bagpipers playing in unison, and rhythmic percussion play. The song is emotional and pays tributes to the fallen in remembrance and homage. The song has bad audio quality with ambient room noises.",1,False,False
_ALGXHquYkM,30,40,"/m/04rlf,/m/0l156b","['white noise', 'instrumental', 'medium tempo', 'steel pan', 'amateur recording', 'muddled audio', 'steel drum', 'inferior audio recording', 'incoherent music', 'melodious', 'ambient sounds', 'people talking', 'breeze']","This music is instrumental. The tempo is medium with a melodic steel pan harmony. The audio quality however is inferior and amateur,so the music is muddled. There are ambient sounds of breeze and people talking , indicating that this is a live performance.",7,False,True
_DHMdtRRJzE,140,150,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['progressive rock', 'e-guitar', 'e-bass', 'acoustic drums', 'fast tempo', 'dangerous atmosphere']",This audio contains someone playing a complex drum groove with fill-ins on cymbals and toms. An e-guitar is playing a dangerous sounding melody along with a distorted e-guitar playing a melody in a higher key and another one in a lower key. This song may be playing live at a festival.,6,False,False
_G3lYKAITu8,490,500,"/m/0395lw,/m/03w41f","['amateur recording', 'bells ringing', 'uptempo']",This audio contains people playing rhythms and melodies on bells with sticks. This is an amateur recording.,6,False,False
_HfaIP9e0ww,40,50,"/m/03m5k,/m/0d8_n","['cover', 'ballad', 'instrumental', 'improvisation', 'harp', 'gentle playing', 'calming', 'relaxing', 'soothing']",This is an instrumental cover of a ballad piece. The harp is gently playing the melody with improvisational touches differing from the original version. There is a calming and soothing atmosphere to this piece. This music could be playing in the background at a hotel or a spa resort.,9,False,False
_IP6zlayY7k,30,40,"/m/085jw,/m/0l14j_","['cover', 'amateur recording', 'pop music', 'instrumental', 'flute', 'gentle playing', 'acoustic guitar', 'calming', 'easygoing']","This is an amateur flute cover of a pop music piece. The flute is playing a gentle melody in the major key. There is a backing track that has a mellow acoustic guitar playing. The atmosphere is calming and easygoing. Although the audio quality is not that great, this piece could be sampled for use in beat-making.",9,False,False
_IkLUOsNHAA,0,10,"/m/011k_j,/m/01kcd,/m/04rlf,/m/04szw,/m/05pd6,/m/07y_7,/m/0ggq0m","['classical/orchestra', 'cinematic', 'tension building', 'timpani', 'brass', 'flutes', 'strings', 'medium to uptempo']","In this piece a timpani takes a strong loud position before other orchestral instruments are entering the musical composition. Brasses, flutes and strings are playing a rising rhythmical melody creating tension. This song may be playing in a classical chamber concert or in a scene of a superhero movie.",6,False,True
_JTHtcRHxnw,300,310,"/m/0395lw,/m/03w41f","['amateur recording', 'bells rining']","This audio contains the sound of bells ringing in different rhythm, tempo and pitch. This is an amateur recording. This may be playing in the center of a village.",6,False,False
_MjbdUaJcik,190,200,"/m/01kcd,/m/0319l,/m/07gql","['brass band', 'trumpets', 'tuba', 'trombones', 'western classical music', 'philharmonic orchestra', 'song fade', 'song ending', 'triumphant', 'trumpets blaring', 'instrumental music', 'groovy', 'movie soundtrack', 'live concert', 'live audience', 'conductor', 'composer', 'medium tempo']","The song is an instrumental. The tempo is medium with a brass section including trumpets, trombones and tubas playing in an instrumental harmony. The song is emotional and spirited. The song is western classical music piece.",1,False,False
_Rpn2FUAUgY,20,30,"/m/04rlf,/t/dd00033,/t/dd00034","['low quality', 'sustained strings melody', 'woodwind melody', 'mellow marimba melody', 'emotional', 'passionate', 'sad', 'background music']","The low quality recording features a sustained string melody, followed by woodwind and mellow marimba melodies. It sounds emotional, passionate and sad - like something you would hear in the movies, as the background music.",4,False,False
_RrA-0lfIiU,30,40,"/m/02p0sh1,/m/0326g,/m/04rlf,/m/0gg8l","['irish', 'folk', 'acoustic', 'live performance', 'acoustic guitar', 'violin', 'jovial', 'playful', 'festive']","This is a live acoustic performance of an Irish folk music piece. The chords of the piece are being played by two acoustic guitars in the background while a violin is playing the main theme which is in medium-to-high range. Since the piece is being played at a pub, the sounds of the place can also be heard in the recording. There is a jovial atmosphere. This piece can be played at Irish pubs.",9,False,True
_Slo8QXYOp8,0,10,/m/0395lw,"['temple bells', 'different tones', 'gong sounds', 'prayers', 'temple', 'church', 'faith music', 'overtones', 'ambient street noise', 'birds chirping', 'instrumental music', 'medium tempo', 'poor audio quality', 'nature sounds', 'calm', 'serene', 'bell vibrations', 'healing', 'spiritual', 'religious', 'meditational', 'devotional', 'home video']",The song track is instrumental. The tempo is medium with temple bells being played to create two distinct tones with long vibrations creating clear overtones. The  soundtrack is calming and deeply religious. The audio track quality is poor with ambient environment noises.,1,False,False
_VmCPixy9GQ,50,60,"/m/04rlf,/t/dd00037","['atmospheric', 'ambient', 'texture', 'slow descending glissando', 'unsettling', 'horror soundtrack', 'high pitched', 'bowed string bass', 'foreboding', 'ominous', 'metallic', 'screech']","Ambient music full of textures. Present are a slow descending glissando from a high-pitched metallic screech, a bowed string bass, atmospheric reverb. The mood is foreboding and ominous. Good for an unsettling horror soundtrack.",8,False,False
_WYwB1qRgLM,10,20,"/m/02v2lh,/m/04rlf","['orchestra', 'pizzicato strings', 'bowed bass', 'bowed cello', 'clave', 'reverb', 'stationary', 'waiting', 'vamp']","Orchestra music with pizzicato strings, bowed bass and cello, and a clave with reverb. The music feels stationary, like a vamp, with a sense of waiting.",8,False,False
_XrolyeJXDw,30,40,/m/05pd6,"['low quality', 'classical', 'wide strings melody', 'low brass melody', 'woodwinds melody', 'suspenseful', 'intense']","The low quality recording features a classical song that consists of a wide strings melody, low brass and woodwinds melody. It sounds suspenseful and intense.",4,False,False
_b-7P-XsnUI,490,500,"/m/039jq,/m/04rlf,/m/04szw","['classical', 'glass harp', 'waltz', 'reverb', 'unique', 'gentle', 'easygoing', 'high-pitched']",This is a classical music waltz piece played on a glass harp instrument. The melody is being played on the smaller glasses at a higher pitch while the rhythm is being played on the bigger glass at a medium pitch. The piece is being played at a cathedral which gives a nice resonance and natural reverb effect. The piece has a unique character. It can be played in the soundtracks of children's movies/TV shows.,9,False,True
_cg_IfaD1C0,30,40,"/m/02bxd,/m/04rlf","['low didgeridoo tone', 'low quality', 'mono', 'noisy', 'buzzy', 'phone recording']","The low recording features a low, buzzy didgeridoo tone. It is mono and noisy, as it was probably recorded with a phone.",4,False,True
